link,keywords,keyphrase,popular words
https://futurice.com/blog/odd-things-we-have-built,"['futurice', 'service', 'project', 'create', 'amusement']","['service development', 'service design', 'futurice github', 'services bring']","[('thing', 15), ('device', 11), ('big', 9), ('car', 9), ('self', 8), ('build', 7), ('year', 7), ('futurice', 7), ('end', 7), ('time', 6)]"
https://futurice.com/blog/ecosystem-thinking-value-proposition,"['ecosystem', 'ecosystem', 'competitor', 'valuation', 'think']","['thinking ecosystem', 'companies ecosystem', 'ecosystem thinking', 'digital ecosystems']","[('ecosystem', 28), ('approach', 13), ('customer', 13), ('value', 8), ('datum', 8), ('product', 7), ('business', 7), ('thinking', 6), ('company', 6), ('work', 6)]"
https://futurice.com/blog/futustories-meet-sachin-tech-lead,"['sachin', 'career', 'consultant', 'futurice', 'agile']","['interview sachin', 'belt sachin', 'sachin enjoys', 'sachin jethwa']","[('work', 21), ('futurice', 8), ('time', 7), ('project', 7), ('like', 6), ('different', 5), ('new', 5), ('practice', 5), ('sachin', 4), ('people', 4)]"
https://futurice.com/blog/preparing-for-the-perfect-storm,"['storm', 'resilience', 'sail', 'agile', 'stakeholder']","['prepare storm', 'storm hiring', 'avoid storms', 'navigating storm']","[('work', 10), ('need', 9), ('client', 8), ('know', 7), ('service', 7), ('step', 6), ('create', 6), ('resiliency', 5), ('ship', 5), ('problem', 5)]"
https://futurice.com/blog/the-importance-of-customer-focus,"['customer', 'customer', 'satisfaction', 'centricity', 'focus']","['focusing customers', 'customer focus', 'customer focused', 'customer centricity']","[('customer', 30), ('focus', 14), ('organization', 11), ('company', 7), ('help', 6), ('service', 6), ('need', 6), ('want', 6), ('problem', 6), ('client', 5)]"
https://futurice.com/blog/futustories-six-reasons-pasi-left-and-came-back-to-futurice,"['futurice', 'leave', 'reason', 'pasi', 'covid']","['leaving futurice', 'changing futurice', 'realise futurice', 'break futurice']","[('change', 19), ('futurice', 18), ('good', 9), ('company', 9), ('people', 8), ('world', 8), ('thing', 7), ('come', 6), ('work', 6), ('leave', 5)]"
https://futurice.com/blog/foresight-methods-and-strategic-planning,"['foresight', 'strategic', 'future', 'future', 'plan']","['business foresight', 'foresight strategic', 'foresight future', 'strategic foresight']","[('foresight', 29), ('future', 22), ('strategic', 17), ('organisation', 16), ('business', 15), ('change', 15), ('planning', 11), ('company', 10), ('method', 9), ('strategy', 9)]"
https://futurice.com/blog/uncertainty-in-business-volatile-market,"['uncertainty', 'digitalisation', 'recession', 'loom', 'resiliency']","['uncertainty looming', 'managing uncertainty', 'uncertainty business', 'uncertainty developing']","[('digital', 16), ('uncertainty', 11), ('organization', 11), ('future', 9), ('business', 7), ('transformation', 7), ('company', 6), ('volatile', 5), ('market', 5), ('need', 5)]"
https://futurice.com/blog/futustories-emma-leena-heikkinens-story,"['responsibility', 'partnership', 'leader', 'futurice', 'emma']","['organisation helping', 'partnerships futurice', 'building trust', 'helping develop']","[('people', 21), ('work', 14), ('futurice', 7), ('client', 6), ('like', 5), ('help', 5), ('need', 5), ('good', 4), ('build', 4), ('different', 4)]"
https://futurice.com/blog/safe-route-uncertain-times,"['safety', 'safe', 'route', 'traffic', 'datum']","['safest route', 'route safe', 'safer journey', 'safe route']","[('datum', 22), ('safe', 19), ('route', 18), ('digital', 8), ('accident', 8), ('innovation', 7), ('quality', 6), ('way', 6), ('share', 6), ('road', 6)]"
https://futurice.com/blog/data-provides-the-key-to-sustainability,"['sustainability', 'stakeholder', 'emission', 'supplier', 'enterprise']","['companies sustainability', 'sustainability customers', 'sustainability companies', 'sustainability reporting']","[('sustainability', 47), ('datum', 23), ('company', 18), ('customer', 12), ('value', 11), ('use', 10), ('technology', 10), ('improve', 9), ('business', 8), ('emission', 8)]"
https://futurice.com/blog/futustories-meet-luisa-senior-software-engineer-and-tech-advisor,"['luisa', 'engineering', 'career', 'creativity', 'hobbie']","['luisa creativity', 'maths passion', 'advisor luisa', 'creative designing']","[('work', 9), ('thing', 7), ('impact', 6), ('technology', 6), ('people', 6), ('hobby', 5), ('animal', 5), ('good', 5), ('software', 4), ('high', 4)]"
https://futurice.com/blog/mob-programming,"['mobprogramme', 'mob', 'collaboration', 'task', 'agile']","['mob programming', 'practising mob', 'practise mob', 'task mob']","[('work', 64), ('mob', 52), ('programming', 46), ('task', 44), ('code', 43), ('team', 39), ('developer', 34), ('review', 28), ('time', 20), ('feature', 19)]"
https://futurice.com/blog/futustories-a-day-at-futurice-with-seth-peters,"['futurice', 'teamwork', 'datum', 'job', 'scientist']","['data scientist', 'joining futurice', 'futurice data', 'data projects']","[('office', 10), ('work', 9), ('like', 8), ('futurice', 6), ('data', 6), ('people', 6), ('day', 5), ('lunch', 4), ('time', 4), ('coffee', 4)]"
https://futurice.com/blog/microsoft-azure-immersion-workshops-h2-2022,"['azure', 'workshop', 'workshop', 'ai', 'helsinki']","['workshops azure', 'ai azure', 'azure ai', 'learn azure']","[('azure', 19), ('|', 16), ('workshop', 11), ('registration', 9), ('ai', 8), ('9:30', 8), ('13:30', 8), ('helsinki', 8), ('8:30', 8), ('12:30', 8)]"
https://futurice.com/blog/futurice-sunray-finnish-midsummer,"['participation', 'activity', 'midsummer', 'micromanagement', 'finnish']","['finnish midsummer', 'sunray finnish', 'overall participation', 'finnish lakeland']","[('finnish', 5), ('work', 5), ('time', 5), ('futurice', 4), ('operation', 3), ('lake', 3), ('year', 3), ('sauna', 3), ('sunray', 2), ('midsummer', 2)]"
https://futurice.com/blog/corporate-foresight,"['future', 'future', 'technological', 'innovation', 'foresight']","['businesses future', 'corporate foresight', 'business foresight', 'foresight innovation']","[('future', 20), ('foresight', 14), ('company', 14), ('innovation', 13), ('corporate', 10), ('plan', 10), ('change', 9), ('organization', 8), ('business', 8), ('need', 7)]"
https://futurice.com/blog/five-things-we-have-done-to-support-mental-health-in-the-workplace,"['workplace', 'illness', 'wellbee', 'psychological', 'stigmatization']","['workplace mental', 'employees mental', 'mental workplace', 'mental health']","[('mental', 48), ('health', 44), ('work', 15), ('employee', 14), ('issue', 8), ('company', 8), ('support', 7), ('workplace', 7), ('problem', 7), ('topic', 6)]"
https://futurice.com/blog/futurice-academy-opens-the-door-to-lifelong-learning,"['academy', 'mentor', 'futurice', 'career', 'onboarde']","['futurice academy', 'career futurice', 'consultant futurice', 'developer futurice']","[('academy', 30), ('futurice', 29), ('work', 18), ('project', 15), ('learn', 12), ('arsalan', 12), ('irtaza', 12), ('experience', 10), ('include', 9), ('team', 8)]"
https://futurice.com/blog/accessible-digital-services-are-an-essential-part-of-an-inclusive-world,"['accessibility', 'accessible', 'disability', 'impair', 'visibility']","['use accessibility', 'developing accessibility', 'accessibility important', 'important accessibility']","[('accessibility', 28), ('service', 23), ('digital', 19), ('people', 14), ('important', 8), ('develop', 8), ('start', 7), ('thing', 7), ('disability', 7), ('example', 7)]"
https://futurice.com/blog/future-of-mobility,"['mobility', 'sustainability', 'electrification', 'evs', 'car']","['manufacturer mobility', 'electric vehicles', 'electrification mobility', 'mobility future']","[('future', 24), ('mobility', 24), ('company', 18), ('business', 17), ('car', 14), ('need', 13), ('service', 9), ('order', 9), ('industry', 8), ('understand', 7)]"
https://futurice.com/blog/mlops-what-is-it-and-what-can-you-do-with-it,"['mlop', 'devop', 'automation', 'pipeline', 'train']","['practices mlops', 'mlops practices', 'implementing mlops', 'utilizing mlops']","[('model', 50), ('mlops', 30), ('datum', 24), ('machine', 22), ('development', 22), ('process', 20), ('learning', 17), ('automate', 17), ('work', 16), ('application', 15)]"
https://futurice.com/blog/futustories-meet-dariia-ux-ui-design,"['career', 'designer', 'interest', 'pursue', 'futurice']","['career path', 'career journey', 'combine interests', 'combines interests']","[('design', 16), ('like', 12), ('people', 10), ('learn', 10), ('futurice', 9), ('ux', 6), ('career', 6), ('work', 6), ('ui', 5), ('value', 5)]"
https://futurice.com/blog/what-is-sre-and-how-does-it-relate-to-devops,"['devop', 'sre', 'reliability', 'developer', 'deployment']","['devops sre', 'devops principles', 'reliability sre', 'devops meaning']","[('sre', 59), ('service', 59), ('team', 24), ('level', 23), ('cost', 22), ('work', 22), ('operation', 21), ('practice', 19), ('development', 19), ('principle', 16)]"
https://futurice.com/blog/three-steps-to-creating-a-future-proof-connected-company,"['innovation', 'innovate', 'connectivity', 'competitor', 'disruption']","['connected companies', 'connectivity business', 'investing innovation', 'need innovate']","[('company', 34), ('datum', 15), ('connect', 10), ('disconnection', 9), ('knowledge', 9), ('organization', 8), ('help', 8), ('step', 7), ('ai', 7), ('disconnected', 6)]"
https://futurice.com/blog/working-at-futurice-learning-and-improving-together,"['workshop', 'project', 'collaboration', 'client', 'craft']","['design teams', 'clients workshop', 'design projects', 'design team']","[('design', 39), ('system', 19), ('work', 14), ('community', 13), ('topic', 9), ('team', 8), ('project', 8), ('workshop', 7), ('internal', 7), ('client', 7)]"
https://futurice.com/blog/futustories-meet-maiju-culture-consultant-and-service-designer,"['consultant', 'designer', 'empathy', 'maiju', 'role']","['culture consultant', 'service designer', 'empathy consulting', 'designer maiju']","[('culture', 11), ('people', 11), ('role', 10), ('service', 9), ('futurice', 9), ('work', 8), ('design', 7), ('help', 6), ('company', 6), ('employee', 6)]"
https://futurice.com/blog/sustainability-and-the-next-big-thing,"['fisherman', 'sustainability', 'businessman', 'leisure', 'consumption']","['industrious fisherman', 'sustainability big', 'fisherman advantages', 'consider fisherman']","[('big', 12), ('want', 11), ('thing', 9), ('need', 9), ('pandemic', 9), ('time', 8), ('problem', 7), ('life', 7), ('work', 7), ('well', 5)]"
https://futurice.com/blog/ops-devops-sre,"['devop', 'sre', 'deployment', 'reliability', 'manage']","['sre devops', 'devops sre', 'devops principles', 'compare devops']","[('sre', 21), ('service', 21), ('devops', 12), ('slo', 10), ('operation', 9), ('work', 9), ('cost', 8), ('time', 7), ('reliability', 6), ('value', 6)]"
https://futurice.com/blog/sre-for-dev-ops,"['devop', 'reliability', 'sre', 'outsource', 'downside']","['site reliability', 'increasing reliability', 'devops principles', 'reliability engineering']","[('team', 17), ('sre', 15), ('devops', 12), ('end', 11), ('development', 10), ('business', 9), ('service', 9), ('op', 8), ('reliability', 7), ('speed', 7)]"
https://futurice.com/blog/three-tips-to-stand-out-and-land-your-dream-job-in-the-tech-industry,"['recruit', 'apply', 'interview', 'career', 'tech']","['applying job', 'tips recruiters', 'decide interview', 'prepare interview']","[('job', 11), ('application', 11), ('recruiter', 8), ('help', 8), ('apply', 7), ('tip', 6), ('let', 6), ('know', 6), ('look', 6), ('stand', 5)]"
https://futurice.com/blog/agile-tips-and-tricks,"['scrum', 'agile', 'sprint', 'backlog', 'tip']","['advice scrum', 'agile tips', 'stable sprints', 'sprints unstable']","[('team', 18), ('good', 10), ('face', 10), ('daily', 10), ('tool', 8), ('member', 6), ('value', 6), ('work', 6), ('po', 6), ('story', 6)]"
https://futurice.com/blog/how-do-agile-and-devops-interrelate,"['agile', 'devop', 'scrum', 'development', 'collaborate']","['agile devops', 'devops agile', 'interrelate agile', 'agile development']","[('agile', 37), ('devops', 32), ('development', 23), ('software', 21), ('work', 11), ('product', 10), ('team', 10), ('process', 8), ('cycle', 6), ('life', 5)]"
